,id_str,text,created_hr,created_dotw,calltime,day,set,call,favorite_count,retweet_count,place_names,place_ids,sources,influence_score,in_reply_to_status_id_str,in_reply_to_user_id_str,lang,is_quote_status,retweeted,truncated,user_id_str,user_name,user_description,user_location,user_since,favorites_counts,followers_count,friends_count,listed_count,profile_background_color,profile_text_color,user_screen_name,statuses_count,verified,num_tags,num_media,num_symbols,num_urls,num_user_mentions
4338,1096556491832811525,@jmlamb8 @CrossingBroad Are you another Vegas insider?,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.4000000000000001,1096555715290939397,197114304,en,False,False,False,229652479,Mike Linn,Linn Family - Party of 4,"Chambersburg, PA",8,1913,56,656,0,C0DEED,333333,mikelinn17,328,False,0,0,0,0,2
4339,1096556509062938624,Does anybody and I mean literally anyone wanna play some Blackout,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,32.275,,,en,False,False,False,2267373989,#NotesKnows,"COD Since 2011 ☆ I beat you, I teach you | 60+ OLTs |","Pennsylvania, USA",5,33653,1255,410,12,000000,000000,TakeNotes_US,25301,False,0,0,0,0,0
4340,1096556529128562688,"Swimming

Phoenixville wins 200 yard medley
Relay
George Pappas. Dominic Sposato 
Mitchell Schwartz, Jack Hussin

1:37.89",18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,2.0,,,en,False,False,False,902181245664284672,Barry Sankey,,,1,26,80,325,0,F5F8FA,333333,BarrySankey4,8828,False,0,0,0,0,0
4341,1096556582987591680,It’s my money and I need it now,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,13.8,,,en,True,False,False,1043641082,Dilly Dilly,6'3 and can't dunk. #TeamAntonio. (#35 forever),,6,5241,546,570,2,C0DEED,333333,Dylanfarnan95,5580,False,0,0,0,0,0
4342,1096556607746519042,@CowboysNation Listen to the @rjchoppy @1053SS podcast about “life without tank” not saying it will change your min… https://t.co/d0HZpsLrD9,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,0.1,1096490142792118272,19496182,en,False,False,True,950781074392707072,Branden B,,United States,1,278,4,60,0,F5F8FA,333333,BrandenBeard,667,False,0,0,0,1,3
4343,1096556638956408832,@thehexhypoxia Saaaame 😂💜,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,75.95,1096553915695403008,1563979405,en,False,False,False,2233183676,Scarlett Rose🌟@Patreon & Twitch,Twitch Affiliate 🎮: http://twitch.tv/scarlettrosecosplay IG🎡: LadyScarlettRose 🍭 #BunSquad🐰 #PhoenixCartel #TeamB42 #HellzArmy #GeckoArmy,"Philadelphia, PA",5,9821,2948,265,30,C0DEED,333333,LadyScarlettRse,4811,False,0,0,0,0,1
4344,1096556654966001664,Boyertown Middle School West Dance Marathon Commercial 2019 https://t.co/3qZc5kiQTa via @YouTube,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,0.9500000000000001,,,en,False,False,False,755562733337063424,David Schmaldienst,Husband | Dad | MS Assistant Principal | Life-Long Learner | #BASDPride | Comments are my own and retweet’s are not an endorsement.,"Reading, PA",2,1075,38,494,0,000000,000000,DSchmaldienst,210,False,0,0,0,1,1
4345,1096556667448320002,"Listen to my @Tinashe @Spotify playlist and I guarantee you will fall in love with her music like I have. 
 https://t.co/YIRTacZTwn",18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.25,,,en,False,False,False,1087810755351724032,Austin Gotwalt,@Tinashe Stan!!!!!,"Manchester, PA",0,694,50,82,0,F5F8FA,333333,SweeTeeAustin,1138,False,0,0,0,1,2
4347,1096556693968900096,"Note how Nancy played the trumpledthinskin. He’s bragging that he got more than the one dollar she promised him, in… https://t.co/OuCF2WDjqg",18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPad,41.85,,,en,False,False,True,833616248,Bill Gibbard,"Retired Science teacher, parent and concerned citizen.","Whitehall, PA",6,19611,1662,3066,4,C0DEED,333333,williamgibbard,24015,False,0,0,0,1,0
4348,1096556729767247872,"What a sad world we live in. My heart goes out to the police officers and families of those who lost their lives, w… https://t.co/t8RfznhmH0",18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,73.85,,,en,True,False,True,10973142,Gel ♥,Yankees ⚾️ | Fantasy Baseball |        A-ROD❣️|,Pittsburgh,11,66023,2750,1900,68,DBE9ED,333333,LttleGel,136652,False,0,0,0,1,0
4349,1096556765502681089,@ayovictor94 @Breaking911 Not gonna happen,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,36.775,1096556421095870464,885538675282644992,en,False,False,False,102488862,David Paczkowski,"husband, rookie dad, weather geek. 🇺🇸🇺🇸 former big block modified crew member 06-12 #deplorable #KevinHarvick fan 4 Life #4thewin #Lackawanna county pa.",Pa ,9,43139,1195,943,92,C6E2EE,663B12,fisherboy09,41591,False,0,0,0,0,2
4350,1096556785295597568,Drinking a Meme Fatigue by @imprintbeer @ Imprint Beer Co. — https://t.co/sPEK165YJc,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Untappd,28.925,,,en,False,False,False,14402552,lutzy,#father. Hemlock Brewing #homebrewer. #gin-vessel. #hunter. post-rock adorer. #Philly #Flyers bully. #craftbeer imbiber. xdeliriumx on @Untappd & @Instagram,"Philadelphia, PA",10,1021,389,401,256,1A1B1F,666666,xdeliriumx,9776,False,0,0,0,1,1
4351,1096556803394027521,🚨 PHANATIC &amp; NOLA 🚨,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,68.75,,,en,True,False,False,794363838,Matt Lutz,"@TrentonThunder Front Office. I lived long enough to witness the Philadelphia Eagles win a Super Bowl. My life is complete. February 4th, 2018. #SBLII Champs.","Levittown, PA",6,27570,2633,491,39,C0DEED,333333,MattLutz93,45156,False,0,0,0,0,0
4352,1096556860352675841,@oneeyewideshut @NBCSPhilly @PaulHudrick Agree he was a head case hope he can get it together or he will not be in… https://t.co/K9y1jrVXZm,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.05,1096489705179398144,286531212,en,False,False,True,285953517,Marita Gawlikowski,,Bethlehem PA,7,368,42,571,0,C6E2EE,663B12,Maritag13,817,False,0,0,0,1,3
4353,1096556866182803457,A wonderful start to a day of PD sharing a mindfulness workshop with some wonderful counselors.#thisischeltenham… https://t.co/aF1eoEGYfL,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPad,5.625000000000001,,,en,False,False,True,919988027845480450,Cindy Goldberg,"CSD, M.Ed., Mindfulness Coach, Teacher, CAPP, MMT, #positiveeducation, Change Agent, Workshop Facilitator, Author-Penelope's Headache. #mindfulness #strengths","Philadelphia, PA",1,455,222,649,1,000000,000000,CindyGoldberg13,806,False,1,0,0,1,0
4354,1096556869747965952,@AnnCoulter Whatever @anncoulter,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,5.300000000000001,1096317175277576192,196168350,en,False,False,False,56889373,nancy a marotta,"So happy waking up everyday to Trump as Our Greatest President! Tired of double standards,drain the swamp! Keep America great,Trump 2020🇺🇸🇺🇸Go Vote!!",USA,9,11016,191,361,7,FFF04D,333333,meandmaeg,10438,False,0,0,0,0,2
4356,1096556912139821057,@DanRather Fucking bullshit,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,0.9750000000000001,1096245325730205697,36711022,en,False,False,False,2495897230,Ballparkfranks,Retired commercial banker and Vietnam Veteran 69-70. Father of two amazing kids and Grandfather of 3. Former 4:28 masters miler and nationally ranked steepler.,United States,4,1904,39,1075,0,C0DEED,333333,miler428_dan,1537,False,0,0,0,0,1
4357,1096556999498702848,@PJA1791 @BobBrinson1 How do they answer the question of men legally being required to pay child support if the cho… https://t.co/DGU4hKz3My,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.225,1095473296701829120,596556497,en,False,False,True,1087030947554476033,THIS SYSTEM IS NO PARTY❌,"Defender of My Own Beliefs, Emancipator of Puppets, Mother of Change and Bane of the Two Party Systems Existence. “Woke ain’t quite awake”. I follow back.",United States,0,599,49,110,0,F5F8FA,333333,RalphNa68919688,1989,False,0,0,0,1,2
4358,1096557005727322113,@jjett2009 @bestcataccount Sooo cute ❤,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,0.8250000000000001,1096555671879856128,2159856170,en,False,False,False,710972760848203776,Tami Lynn Bell,,,2,1933,33,201,0,F5F8FA,333333,tamibell87,637,False,0,0,0,0,2
4359,1096557013327331328,"there is a big #NationalEmergency down near the border, where your president @realDonaldTrump is locking up child a… https://t.co/21g2EveiFd",18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,9.85,,,en,False,False,True,1001326438509895680,3DJustice,"I’m blind, and I play instruments, and right things, $I’m a father.$ 😎 I have a psychology degree as well.. 🎸🥁🇺🇸♈️ no political affiliations",slytherin dungeon,0,613,385,440,3,F5F8FA,333333,DonnieBuieMusic,1448,False,1,0,0,1,1
4360,1096557016179531776,Once I get to Virginia I’m drinking,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,64.875,,,en,False,False,False,269030135,PlusSizeGoldy,"🇩🇴🇵🇷
#ClinicalSpecialist #Eagles 🦅🦅🦅🦅 #EaglesNation #UK #TeamPlusSize #TeamBigGirl","Wrightsville, PA",7,98,2481,1459,38,FF6699,362720,PlusSizeGoldy,223070,False,0,0,0,0,0
4362,1096557027541897218,Starting lineup Downingtown East: https://t.co/U4KBVA9wMC,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,3.825,,,en,False,False,False,845700810776477700,grotzie,"Nosy, open-minded sports reporter ... champion of underdogs ... hater of haters ... opinions are mine... Pictured: Pa. 3A state wrestling champ Hunter Catka.","Pennsylvania, USA",1,223,153,196,0,F5F8FA,333333,delcosportsBob,552,False,0,1,0,0,0
4363,1096557092243206144,@tannerstake Did you pull that number out of your butt?  DHS stats have reported we are at a low for illegals!,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.575,1096229066976444416,843597027032424448,en,False,False,False,390505985,"John Frank Truby, Jr",160 Characters?? Crap!! Father of 3. 3 perfect grandchildren. married 35 years. cancer survivor!,Bethlehem PA,7,8611,60,354,1,C0DEED,333333,Jfthead,777,False,0,0,0,0,1
4365,1096557135985606657,Then trump should hold off on sining the bill until the churn dies down. Payrolls can wait again.,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.85,,,en,True,False,False,2897882742,Jonathan,Observer - exactly 11 slices of hot pepper. Here for those who need.,"Pennsylvania, USA",4,3575,68,154,2,C0DEED,333333,nitespiritPA,3333,False,0,0,0,0,0
4366,1096557152494329857,@ChatByCC @realDonaldTrump He's only sincere about himself.,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,5.9,1096550988025135111,732980827,en,False,False,False,120515571,gquag,Proudly blocked by @DeepStateExpose and @glenngarvin,here,8,17396,233,883,1,C0DEED,333333,torgman1,4559,False,0,0,0,0,2
4367,1096557170831831040,Accident in #ManheimTwp on Harrisburg Pike Both EB/WB near Dillerville Rd #traffic https://t.co/FBhe2icdZQ,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,TTN MDT traffic,41.95,,,en,False,False,False,250308215,TTWN Harrisburg,"Providing accurate & reliable real-time traffic data for broadcast, web, wireless, and navigation consumers in the Harrisburg area.","Harrisburg, PA",8,151,1483,105,65,C0DEED,333333,TotalTrafficMDT,94201,False,2,0,0,1,0
4368,1096557208828035072,I'm not kidding when I say that I think that the Republicans planted AOC in the Democrat Party just to destroy it f… https://t.co/yGt2YVudSm,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,533.875,,,en,False,False,True,1608751616,Jerry for TRUMP✨,💯%Pro Trump supporter! I'm also a very dedicated father & want a country my daughter can be safe in & proud of! #MAGA  BTW that's Mr #deplorable to you!,"Montgomeryville, PA",5,11548,21271,13297,28,C0DEED,333333,123jerryv123,8307,False,0,0,0,1,0
4369,1096557217594118145,President Trump Signs Government Funding Bill and Declares National Emergency to Release Funds for Border Wall and… https://t.co/wYURbRmPFI,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,152.15,,,en,False,False,True,859403739253407744,One Nation Under God 🇺🇸,#MAGA #KAG Blessed Wife and Grandmother,,1,5938,6068,5491,6,F5F8FA,333333,lonestartxMary,236615,False,0,0,0,1,0
4370,1096557235658985472,@ludwicki77 @RepAOC @Ilhan @RepPressley @RepRashida Yeah NY has real advocate W/help like her who needs enemies! Sh… https://t.co/jfG368Vh4k,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.075,1096445962866823168,373142211,en,False,False,True,3720246673,Tonino63,,"Pennsylvania, USA",3,3691,83,283,0,000000,000000,LindaC6359,7096,False,0,0,0,1,5
4372,1096557286644948992,A wonderful start to a day of PD sharing a mindfulness workshop with some extraordinary counselors.… https://t.co/dK5grVfJkw,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPad,5.625000000000001,,,en,False,False,True,919988027845480450,Cindy Goldberg,"CSD, M.Ed., Mindfulness Coach, Teacher, CAPP, MMT, #positiveeducation, Change Agent, Workshop Facilitator, Author-Penelope's Headache. #mindfulness #strengths","Philadelphia, PA",1,455,222,650,1,000000,000000,CindyGoldberg13,806,False,0,0,0,1,0
4373,1096557312129544197,I need some zick I don’t even remember the last time I had any 😂😂,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,10.225000000000001,,,en,False,False,False,987451340938010629,jahsha,I’m a bad bitch u can’t kill me,3rd ward ,0,13025,409,410,0,F5F8FA,333333,_jahsha,5746,False,0,0,0,0,0
4375,1096557349022679040,"Boys 200 yard  freestyle

Jacob Replogle , 1:46.09
Perk valley,",18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,2.0,,,en,False,False,False,902181245664284672,Barry Sankey,,,1,26,80,325,0,F5F8FA,333333,BarrySankey4,8829,False,0,0,0,0,0
4376,1096557475648733184,Accident in #Lancaster on COLUMBIA AVE Both EB/WB near Hwy 741 #traffic https://t.co/FBhe2icdZQ,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,TTN MDT traffic,41.95,,,en,False,False,False,250308215,TTWN Harrisburg,"Providing accurate & reliable real-time traffic data for broadcast, web, wireless, and navigation consumers in the Harrisburg area.","Harrisburg, PA",8,151,1483,105,65,C0DEED,333333,TotalTrafficMDT,94202,False,2,0,0,1,0
4378,1096557503603765248,I’m here. How can I help. 😘,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.575,,,en,True,False,False,19518566,Joe,"The OFFICIAL Joseph S. Smith - Musician/Pianist, Educator, Nice Guy.",Reading PA,10,2014,88,265,5,C0DEED,333333,joesmithmusic,919,False,0,0,0,0,0
4379,1096557508498468864,#100happydays this unillama i should’ve bought 😍💖 https://t.co/wZvgtwNHfV,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,14.950000000000001,1096065586621267968,4304347154,en,False,False,False,4304347154,madi hath 🥵,horse girl,610,3,10850,598,455,0,000000,000000,madihathawayy,2454,False,1,1,0,0,0
4381,1096557533563633664,🚨 PHANATIC &amp; NOLA 🚨 https://t.co/myvOuVKvBi,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,68.75,,,en,False,False,False,794363838,Matt Lutz,"@TrentonThunder Front Office. I lived long enough to witness the Philadelphia Eagles win a Super Bowl. My life is complete. February 4th, 2018. #SBLII Champs.","Levittown, PA",6,27570,2633,491,39,C0DEED,333333,MattLutz93,45156,False,0,1,0,0,0
4382,1096557579189268485,"Long, long, long, time ago when cheeseburger_in_paradise was at @oxfordvalleypa 
and the sunset's we're absolutely… https://t.co/2LzbYF1uxA",18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Instagram,7.15,,,en,False,False,False,4665528855,𝔸𝕝𝕝ℕ𝕒𝕥𝕦𝕣𝕒𝕝𝕊𝕟𝕒𝕡𝕤𝕙𝕠𝕥𝕤,I'm just an average female in a sea of bodies who loves taking photographs of nature.,"Croydon, PA",3,3875,280,1323,2,000000,000000,lisammikkelsen,2207,False,0,0,0,1,1
4383,1096557587045199872,Same ❤️,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,123.05000000000001,,,en,True,False,False,19732699,Journey💎Jewels ® 🇯🇲,•14 •Artist •Actress •@PulseWorld360 Model #ThirdCultureKid DM to shop 👚👕 @VoyageByJourney Proceeds to charity BookJourneyJewels@gmail.com,"Pennsylvania, USA",10,17912,3977,4953,315,FFFFFF,777777,JourneyJewelz,104724,False,0,0,0,0,0
4384,1096557610713735168,man bushido brown went out so sad 😭,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,12.650000000000002,,,en,False,False,False,1029928123800924160,on jehovah | apollos 1-0,"shit is bigger than a novel, autobiographic; tweet it out my drafts it becomes classic | eagles, cavs, indians. | @allyschellx ❤️","Erie, PA",0,164,449,308,19,F5F8FA,333333,1godbodyzay,19311,False,0,0,0,0,0
4385,1096557615612678144,This is better than a tittle announcement 😬😬🙌🏼🙌🏼👏🏻👏🏻😊😊 #starwars #EpisodeIX @JohnBoyega #cantwait https://t.co/sy4PWDkDI0,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.7,,,en,False,False,False,993929879031812097,Ry!t | Sorta Star Wars🎙,"The podcast that is sort of about Star Wars, and sort of about everything else 😬 Available on iTunes, Spotify and Google podcasts 👍🏼","Pennsylvania, USA",0,925,108,267,0,F5F8FA,333333,SortaStarWars,400,False,3,1,0,0,1
4386,1096557639931183104,Shocking that one of Trump’s most active propagandists just flat out lies.  https://t.co/u7hT5ru5p7,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.975,,,en,True,False,False,248935563,Vinny Long,Don't sweat the petty things and don't pet the sweaty things.,Garnet Valley via Sharon Hill,8,1944,119,571,0,C0DEED,333333,vinnyflong,1298,False,0,0,0,1,0
4387,1096557639809581058,We don’t smoke the same🤤🔥 https://t.co/A9QjZUZgRQ,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.1,,,en,False,False,False,838914133336682498,lucy,they call me Lucy. catch me hanging on my hammock in the trees 🌲👽,In the forest ,1,2041,124,105,0,F5F8FA,333333,Mikey6077,3627,False,0,1,0,0,0
4388,1096557697128976385,me switching from my irl account to my stan account https://t.co/ZKqlpuP7VG,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,0.2,,,en,False,False,False,927899499196026880,jaden,no way can we plan for forever,12.10.18,1,29,8,30,0,F5F8FA,333333,emboIdened,19,False,0,1,0,0,0
4389,1096557714497552384,@AGWilliamBarr Welcome aboard Sir!,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,533.875,1096270098610995200,1095511489648230400,en,False,False,False,1608751616,Jerry for TRUMP✨,💯%Pro Trump supporter! I'm also a very dedicated father & want a country my daughter can be safe in & proud of! #MAGA  BTW that's Mr #deplorable to you!,"Montgomeryville, PA",5,11549,21271,13297,28,C0DEED,333333,123jerryv123,8309,False,0,0,0,0,1
